epoch,train_loss,valid_accuracy,valid_macro_f1,valid_macro_precision,valid_macro_recall
1,0.4423989347442632,0.8988333333333334,0.8983708133795313,0.9014208180257955,0.8988333333333334
2,0.22658258829248176,0.9076666666666666,0.9071841497280438,0.9085736094863768,0.9076666666666666
3,0.16407661214117755,0.9166666666666666,0.9165072654058899,0.9169079930534023,0.9166666666666666
4,0.11808948738112057,0.9240833333333334,0.924121487158719,0.9242908167663336,0.9240833333333334
5,0.08585167670913782,0.9164166666666667,0.9165867577671524,0.917263006748071,0.9164166666666667
6,0.062059692249487715,0.9156666666666666,0.9157646983556249,0.9160225900863259,0.9156666666666666
7,0.04342973724965412,0.9153333333333333,0.9153139447073968,0.9154925381296151,0.9153333333333333
8,0.0344736456773928,0.9145,0.9146603891798449,0.915316299474958,0.9145
