epoch,train_loss,valid_accuracy,valid_macro_f1,valid_macro_precision,valid_macro_recall
1,0.5060466331787301,0.9015833333333333,0.9014326144097787,0.9039233811159229,0.9015833333333334
2,0.2746114174866281,0.91225,0.9123264349907187,0.9124333268922469,0.91225
3,0.19968348805090827,0.913,0.9131419258275846,0.913381148103676,0.9129999999999999
4,0.147920676025946,0.91175,0.9117555741303351,0.9119541598370623,0.9117500000000001
5,0.10895320436568551,0.9156666666666666,0.9155751186775576,0.9159006523850393,0.9156666666666667
6,0.08251294052290126,0.9146666666666666,0.9146110604979426,0.9148590310819003,0.9146666666666667
7,0.06363197548482655,0.91025,0.9103354706796907,0.9109160213257523,0.91025
8,0.054159610869332055,0.9106666666666666,0.9106458156298505,0.9113854232134968,0.9106666666666666
